topic,text
brock lesnar,Wwe MONDAY NIGHT RAW is going to be HILARIOUS I can't wait for this and BROCK LESNAR
caitlyn jenner,Caitlyn Jenner May Face Manslaughter Charge in Malibu Crash I read it on @theneeds #video: http://t.co/XTpygtyU1b
caitlyn jenner,What if we make a celebrity death match between Bruce Jenner vs Caitlyn Jenner??..... #OfficeTalk #Monday #Hollywood
caitlyn jenner,#DescribeYourPhobia running into Caitlyn Jenner in the dark... or the light... or in the midday sun... or at all. I'm scared of ghouls
caitlyn jenner,"@AnjaWintour i know, me too. This was the kakkest fake Monday ever. It could have been worse... It could have had a photo of Caitlyn Jenner"
caitlyn jenner,@freakshow10 We are teaching kids that it's ok for guys to be in touch with their feminine side...and that Caitlyn Jenner may be a cow...
caitlyn jenner,BREAKING NEWS: Caitlyn Jenner May Face Manslaughter Charges in Fatal Car Accident.good he ain't above the law.make him pay.
caitlyn jenner,Because she's Caitlyn Jenner. Come to FL sistah where you can run someone over with no consequences.  https://t.co/0Ci3gSklEU
caitlyn jenner,"Bill Burr made gross transphobic jokes about Caitlyn Jenner on Conan: On Thursday, comedian Bill Burr appeared... http://t.co/y5D1ilbmQu"
caitlyn jenner,"But hey, Caitlyn Jenner may be a woman now but she was a rich white man not too long ago. The privilege never went away"
caitlyn jenner,Caitlyn Jenner Could Be Charged With Vehicular Manslaughter. She insists that she's innocent &amp; Bruce was the culprit! http://t.co/zWxDkeFDK1
caitlyn jenner,Caitlyn Jenner Fears Going To Jail More Than She Did Transitioning: Caitlyn Jenner may be going to jail and th... http://t.co/lOu1hHtFCg
caitlyn jenner,Caitlyn Jenner Sued for Manslaughter: Caitlyn Jenner was the cause of a 4 vehicle car crash on February 7th. R... http://t.co/ENjIs4fNxw
caitlyn jenner,"Caitlyn Jenner and her ex-wife, Kris Jenner, have reportedly been feuding over everything under the sun, #Teamfollower #Follow #ifollowback"
caitlyn jenner,Caitlyn Jenner is accused of manslaughter in a crash during the Bruce era. Police may call it off after trouble locating a Bruce Jenner.
caitlyn jenner,Caitlyn Jenner is being charges for vehicular manslaughter cause someone died in a car accident in February. Does she go to male or female
caitlyn jenner,"Caitlyn Jenner is distraught about the prospect of going to female prison. Bruce Jenner, however, is thrilled that his plan may have worked."
caitlyn jenner,Caitlyn Jenner may be charged with manslaughter after a fatal Malibu car crash http://t.co/vGtvfiD9Zb
caitlyn jenner,Caitlyn Jenner may be charged with manslaughter for fatal crash: The accident occurred whe... http://t.co/KUVX4VjNg9 #cadillac #escalade
caitlyn jenner,Caitlyn Jenner may be charged with manslaughter. But Bruce Jenner was driving. Doesn't that lead to a defense of mistaken sexual identity?
caitlyn jenner,"Caitlyn Jenner may be charged with manslaughter: When you are involved in a motor vehicle accident, you suffer... http://t.co/iHyiD5OcTS"
caitlyn jenner,Caitlyn Jenner may be charged with vehicular manslaughter  Guess women really can't drive
caitlyn jenner,Caitlyn Jenner may be facing manslaughter charges n not cuz she cut off her junk!!! :D  #CouldntHelpMyself
caitlyn jenner,Caitlyn Jenner may be going to jail for killing that chick: Caitlyn Jenner leaving The Nice Guy nightclub in W... http://t.co/Zg7T8kaieR
caitlyn jenner,Caitlyn Jenner may be responsible for the death of Jon Benet Ramsey (and someone else) http://t.co/KxfO3j6snM via @SFGate #LGBT
caitlyn jenner,Caitlyn Jenner may be serving jail time? What's the bad news?
caitlyn jenner,Caitlyn Jenner may face manslaughter charge in deadly crash http://t.co/6KPNwM6YqP via @upishowbiz GOOD! So selfish not above the law #jail!
caitlyn jenner,Caitlyn Jenner may face manslaughter charge?! I guess I don't get it. I mean sure her transition was intentional but Bruce is still alive...
caitlyn jenner,Caitlyn Jenner may face manslaughter charges for her involvement in a car accident. Oh the irony.
caitlyn jenner,Caitlyn Jenner may face manslaughter charges in fatal car accident: Prosecutors have recommended the TV star f... http://t.co/H3BxrpzeEy
caitlyn jenner,"Caitlyn Jenner may face manslaughter charges in fatal crash, or as she called it, womanslaughter. @absrdNEWS"
caitlyn jenner,"Caitlyn Jenner may face manslaughter charges, but on the bright side, her new vagina could still be tried as an adolescent."
caitlyn jenner,"Caitlyn Jenner may face manslaughter charges, good get that experiment out of here I'm sick of looking at it"
caitlyn jenner,Caitlyn Jenner may have killed someone with her car but in her defense there was a problem with the tranny
caitlyn jenner,"Caitlyn Jenner may not be ""down"" with gay marriage, but she should really understand that people are gonna see that as hypocritical."
caitlyn jenner,"Caitlyn Jenner might get sued for $18.5M in Malibu incident: Washington D.C., Aug 29 : Adding to the Caitlyn J... http://t.co/ZeFGaAdfqG"
caitlyn jenner,"Caitlyn Jenner opens up on Feb. 2015 accident, fears she may be forced into men's jail for manslaughter http://t.co/UHXBf25OQP"
caitlyn jenner,"Caitlyn Jenner's car accident that killed someone was back in February, so I believe she was still big Brucey at that point"
caitlyn jenner,DJ DERRTY D SPORTS Caitlyn Jenner May Be Charged with Manslaughter in February Crash http://t.co/jIGX8cz1ZH
caitlyn jenner,"Heard on news: ""Caitlyn Jenner may be charged with manslaughter. Experts say her gender won't have any effect on charges"" Seriously? #SMDH"
caitlyn jenner,"I can't wait to watch it this august""@BOOOMBGUY: Everything about Caitlyn jenner irritates me.. When I see the ad of her reality tv show.."
caitlyn jenner,"I don't care what you say. ""Caitlyn Jenner may be charged with manslaughter."" makes me laugh every time I read it."
caitlyn jenner,I hear that Caitlyn Jenner may have to go to jail.  I guess she committed MANslaughter!  @embowlin @bassett_will http://t.co/V17ylwfMVv
caitlyn jenner,"I sat down two men today and all they could talk about was how nasty Caitlyn Jenner, i found their sexuality even more disgusting than hers"
caitlyn jenner,"I think making Caitlyn Jenner into a Halloween costume may be the definition of ""too soon."" http://t.co/2VZpYetRsM"
caitlyn jenner,In case you're still calling Caitlyn Jenner a hero. http://t.co/N29ls2CciZ
caitlyn jenner,It's looking possible that Caitlyn Jenner may be charged with manslaughter. Serious question: does she go to a male or female prison??
caitlyn jenner,Just heard that Caitlyn Jenner may be charged with Manslaughter after being involved in a fata... http://t.co/NJoH5SADoK via @sickipedia
caitlyn jenner,"Me ""Caitlyn Jenner may get charged for manslaughter.""  @gillianhilton13 ""at least it's not women slaughter"""
caitlyn jenner,Prosecutors began reviewing evidence on Tuesday in the fatal crash involving Caitlyn Jenner: http://t.co/7TByQr8n4t
caitlyn jenner,"Regardless of how ""courageous"" Caitlyn Jenner may be he still makes an ugly ass women lol"
caitlyn jenner,"She may be trans, but she has 100 million to wipe away her tears from being discriminated against. I feel no sympathy for Caitlyn Jenner."
caitlyn jenner,"Since the crash happened in February, that means that they can't charge Caitlyn jenner with manslaughter if Bruce jenner commited the crash."
caitlyn jenner,So Caitlyn Jenner may face man slaughter charges. He thought that the sex change would be easier for when she goes to prison
caitlyn jenner,So Caitlyn Jenner may face manslaughter charges.  The jokes just write themselves these days... #TransCriminal
caitlyn jenner,So Caitlyn Jenner may face manslaughter charges? Ironic she already slaughtered her manhood
caitlyn jenner,The Sun calls reactions to the Caitlyn Jenner costume a 'fan meltdown': http://t.co/qv3mQsRvqj [Paywall]
caitlyn jenner,There's a 50/50 % chance that Caitlyn Jenner may be charged with manslaughter  I should think so as well after what she did to poor Bruce
caitlyn jenner,This is a trending topic: Caitlyn Jenner may face manslaughter charge You cannot make this stuff up.
caitlyn jenner,This just in: Caitlyn Jenner may be charged in auto accident death.   http://t.co/Sph7Fqhe9t
caitlyn jenner,Why does she hella look like a mix of Jennifer Lawrence and Caitlyn Jenner in the 2nd pic omg  https://t.co/SnNBpKKX8S
caitlyn jenner,Why is it that people talk more about Caitlyn Jenner's sex change and less about how she killed a person and may face manslaughter charges?
caitlyn jenner,may i just state the irony of Caitlyn Jenner being charged with manslaughter charges?
caitlyn jenner,yes the Caitlyn Jenner fancy dress is absolutely disgusting but what's worse is how close to October we actually are already
caitlyn jenner,"Caitlyn Jenner may face manslaughter charges                ""good she manslaughtered her penis"" -Brandon"
caitlyn jenner,@Caitlyn_Jenner @IAmCait I rather watch paint dry or stare at the sun. your show is 100% fake like you Caitlyn Jenner. tsktskshameshame!
caitlyn jenner,"In case you were wondering, Caitlyn Jenner is responsible for the death of a woman in a car crash in February. How courageous is she now?"
caitlyn jenner,Caitlyn Jenner May Face Manslaughter Charges In Fatal Crash http://t.co/8xmOvBz7pb   Yeah he's real courageous alright.....
caitlyn jenner,"Mar, do you know that Caitlyn Jenner still has a ball sack? - my 7yr old cousin.."
caitlyn jenner,Police to recommend Caitlyn Jenner face manslaughter charges for car crash. It's about bloody time.  http://t.co/VqKMPrcZAA
caitlyn jenner,#AFRICANBAZE: Kris and Caitlyn Jenner Take First Photo at Kylie's 18th Birthday Bash -- See the Family Pics!... http://t.co/R7GUvOXqnq
caitlyn jenner,"#AllLivesMatter ... White, Black, guy, girl or even a Caitlyn Jenner whatever that may be stop the violence 2k15"
caitlyn jenner,#DailyRush Because you haven't heard Caitlyn Jenner's doorbell since Friday *Ding Dong* http://t.co/zwu7HfxQe9 http://t.co/tZG7fHzqhs
caitlyn jenner,"#LGBTNews I am Cait: Sharing My Story with Caitlyn Jenner - Last night on I Am Cait, you may have noticed a few HR... http://t.co/eo9luAJLiy"
caitlyn jenner,"#MeTVCHiPs: Tonight's episode, ANYTHING BUT THE TRUTH is the 2nd episode aired to feature Caitlyn Jenner as a fill in for Erik Estrada."
caitlyn jenner,#smdh.. see how shady America is.. 1st they were pouring out love for Caitlyn Jenner.. now reading all the HATE FILLED tweets.. #pathetic
caitlyn jenner,'Caitlyn Jenner' appeared on Thursday 20 at the 14th place in the Top20 of Miami's Trends: http://t.co/DH9GnRW4XY #trndnl
caitlyn jenner,"@AshleeBaracy I heard @DevinScillian &amp; @berniesmilovitz may have been in the office doing ""research"" on Caitlyn Jenner"
caitlyn jenner,@BigBrotherBossy @BBTEAMCALEB It's the 2nd time. He blocked me from his 2nd temp account regarding Caitlyn Jenner. http://t.co/97Uhg6XEQl
caitlyn jenner,@DaisyMeriahh she look like every other 6th grader with a Caitlyn Jenner jaw line
caitlyn jenner,@Espngreeny Lets get a Kardashian or Caitlyn Jenner take a selfie by the dirty water.  Then IOC may change.
caitlyn jenner,"@IndieVersity Bruce Jenner may have; however, Caitlyn Jenner is teaching some &amp; reminding others about humanism &amp; compassion. #IAmCait"
caitlyn jenner,@JulieChen why don't you do a 1st interview with Caitlyn Jenner that would give you that feeling that you want to do journalist work
caitlyn jenner,@Sam_Wong_11 see you tomorrow Caitlyn Jenner
caitlyn jenner,"@lazylikelexi im tellin you I may have been single as long as Caitlyn Jenner was a man, but that don't mean I didn't"
caitlyn jenner,@lrrra on Saturday our new dudebro neighbours had a party and kept us up by having an angry loud fight on the deck about caitlyn Jenner
caitlyn jenner,@scrowder Came here from your Caitlyn Jenner article from June 1st. Totally agreed with you on it and other issues. Being PC goes too far.
caitlyn jenner,"@vipulforsalman @khloekardashian Mother Kris,  Daddy unknown with three daughters - Kim Khloe Kourtney  This Caitlyn Jenner was 2nd husband"
caitlyn jenner,"A rumor alleges Caitlyn Jenner may appear on Season 4 of ""Orange is the New Black."" https://t.co/0P4F0G8NZh #tv #news http://t.co/oZjWjRSem8"
caitlyn jenner,"Always been strange for the Caitlyn Jenner narrative to glide over role in this recent, lethal car crash http://t.co/5Aat7eUwnl"
caitlyn jenner,Bruce I mean Caitlyn Jenner likes tradition...If he loses the dangly bits I May call him a her https://t.co/dWfNJN4vcy
caitlyn jenner,Caitlyn Jenner &amp; Josh Duggar are trending... c'mon twitter @twitter you're better than this!  #disgustingtrends
caitlyn jenner,Caitlyn Jenner &amp; Kris Jenner Come Face-To-Face: The cameras were rolling as Caitlyn Jenner sat down with Kris ... http://t.co/hnch3SBmrD
caitlyn jenner,Caitlyn Jenner &amp; Kris Jenner pose together in 1st joint selfie. See the picture --&gt; http://t.co/8S21ASupyo http://t.co/jrQohWu1xC
caitlyn jenner,Caitlyn Jenner -- I Won't Answer Questions About the Crash ... For Now http://t.co/yfCUVhJgRk  via @TMZ
caitlyn jenner,Caitlyn Jenner May Face Manslaughter Chargesk!!! the whole story: http://t.co/YJBu4lqO9I http://t.co/FGKAMel7kD
caitlyn jenner,"Caitlyn Jenner Wants to Be Treated Like a ""Normal Woman"" By a Man: Watch the I Am Cait Clip:  http://t.co/ZJFnuTcM8s #Videos #May"
caitlyn jenner,"Caitlyn Jenner and Jazz Jennings are on the agenda for tomorrow's OSAMP Live, 4pm via Google- join us! http://t.co/q3udqcXV0s"
caitlyn jenner,Caitlyn Jenner and Kris Jenner came face to face in public for the first time Friday night and it was all to... http://t.co/RmLfxTAwnX
caitlyn jenner,Caitlyn Jenner and her son Brody had some kind words to say about one another as The Hills star celebrated his 32nd birthday on Friday.
caitlyn jenner,Caitlyn Jenner fears she may be sent to nen's prison over fatal car crash http://t.co/Oy37RIU2vb
caitlyn jenner,"Caitlyn Jenner fears she may have to serve in MEN'S prison, revealing she ... - http://t.co/aGgFEOtZt6 http://t.co/Z9644VifxV"
caitlyn jenner,Caitlyn Jenner introduced the band Culture Club in Los Angeles on July 24 to a standing ovation.
caitlyn jenner,Caitlyn Jenner may as well donate her balls to the GOP since she doesn't need them &amp; the #GOP  needs a pair.
caitlyn jenner,Caitlyn Jenner may be charged with manslaughter stemming from Fe - KXXV-TV ... - KXXV News Channel 25: KXXV Ne... http://t.co/zWoZBOxKON
caitlyn jenner,Caitlyn Jenner may face manslaughter charges: CAITLYN JENNER may be about to face manslaughter charges for her... http://t.co/22fekjjV2l
caitlyn jenner,"Caitlyn Jenner on #theneeds, check it out! http://t.co/9A6gnCXPCY"
